City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,mabaruma,8.2,-59.7833,73.29,95,78,1.63,GY,1683868467
363,broken hill,-31.95,141.4333,68.45,24,55,4.85,AU,1683868468
364,guiuan,11.0333,125.7247,84.24,73,73,8.19,PH,1683868468
365,carepa,7.7585,-76.6525,74.95,98,99,2.19,CO,1683868468
366,mount pearl,47.5166,-52.7813,37.15,69,40,17.27,CA,1683867793
367,puerto leguizamo,-0.1934,-74.7819,71.2,97,65,0.63,CO,1683868469
368,samraong,12.4526,105.5873,89.89,64,96,4.21,KH,1683868469
369,aswan,24.0934,32.907,84.58,20,0,19.71,EG,1683868010
370,rudnichnyy,59.617,52.4703,52.11,45,47,4.5,RU,1683868469
371,kodinsk,58.6881,99.1844,56.73,31,100,1.63,RU,1683868470
372,covington,39.0837,-84.5086,69.48,84,0,0.0,US,1683868321
373,maloye ganyushkino,46.6,49.2667,56.44,57,1,15.55,KZ,1683868470
374,revuca,48.6835,20.1173,50.58,76,100,4.23,SK,1683868470
375,torghay,49.6339,63.4981,68.81,43,75,9.69,KZ,1683867943
376,st. john's,47.5649,-52.7093,37.98,69,40,17.27,CA,1683867955
377,betio village,1.358,172.9211,87.84,79,100,12.06,KI,1683868471
378,pleasanton,37.6624,-121.8747,57.42,84,0,7.0,US,1683868390
379,binzhou,37.3667,118.0167,86.02,21,1,13.53,CN,1683868471
380,america dourada,-11.4553,-41.4361,70.74,77,98,3.47,BR,1683868472
381,shingu,33.7333,135.9833,68.45,52,39,4.65,JP,1683868472
382,prado,-17.3411,-39.2208,72.41,87,89,2.8,BR,1683867865
383,gardabani,41.4605,45.0928,57.29,81,80,3.8,GE,1683868473
384,novodvinsk,64.4165,40.8122,47.7,72,99,3.04,RU,1683868474
385,mount isa,-20.7333,139.5,82.17,24,0,9.22,AU,1683867912
386,tahmoor,-34.2167,150.5833,73.8,47,3,2.62,AU,1683868474
387,cabo san lucas,22.8909,-109.9124,72.61,66,23,15.99,MX,1683867919
388,belyy yar,53.6039,91.3903,51.69,66,0,20.13,RU,1683867893
389,antalaha,-14.9003,50.2788,78.19,68,4,4.92,MG,1683868475
390,tura,25.5198,90.2201,96.33,28,72,2.19,IN,1683867878
391,codrington,-38.2667,141.9667,58.77,59,49,7.56,AU,1683868019
392,hanting,36.7708,119.2108,84.61,20,22,10.98,CN,1683868475
393,petnjica,42.9092,19.9638,48.97,92,49,3.42,ME,1683867913
394,ha'il,27.5219,41.6907,73.42,21,0,4.61,SA,1683867968
395,darwin,-12.4611,130.8418,87.89,22,0,11.5,AU,1683867939
396,udachny,66.4167,112.4,41.45,44,100,17.05,RU,1683867914
397,ayora,39.0585,-1.0563,55.08,85,98,1.52,ES,1683868477
398,general acha,-37.377,-64.6043,52.99,77,96,11.07,AR,1683868477
399,ouallam,14.3188,2.0866,84.6,52,99,11.23,NE,1683868478
400,kasaragod,12.5,75.0,89.56,63,100,2.64,IN,1683868478
401,castillos,-34.1667,-53.8333,53.02,68,37,1.28,UY,1683868478
402,gadzhiyevo,69.2551,33.3362,38.41,100,100,8.63,RU,1683868479
403,selkirk,50.1436,-96.8845,63.09,62,100,7.76,CA,1683868479
404,puerto baquerizo moreno,-0.9,-89.6,78.66,88,73,8.57,EC,1683867767
405,koryazhma,61.3143,47.1691,57.02,69,95,5.37,RU,1683868480
406,cadillac,44.2519,-85.4012,49.91,76,0,0.0,US,1683868480
407,tralee,52.2704,-9.7026,45.16,96,15,3.29,IE,1683868021
408,turpan,42.9333,89.1667,92.25,7,92,4.52,CN,1683867921
409,brokopondo,4.75,-55.1667,75.47,93,100,4.52,SR,1683868481
410,vershino-darasunskiy,52.35,115.5167,53.69,18,0,9.44,RU,1683868481
411,palikir - national government center,6.9248,158.1611,86.74,79,75,4.61,FM,1683868481
412,emerald,-23.5333,148.1667,77.34,46,81,15.99,AU,1683868481
413,carutapera,-1.195,-46.02,76.19,93,28,3.8,BR,1683867821
414,walvis bay,-22.9575,14.5053,58.08,89,100,3.42,NA,1683868482
415,santyoku,37.4406,129.1708,66.76,62,100,5.93,KR,1683868482
416,nakamura,32.9833,132.9333,71.69,45,67,6.26,JP,1683868482
417,tabou,4.423,-7.3528,80.62,85,96,4.54,CI,1683868482
418,keetmanshoop,-26.5833,18.1333,55.62,49,100,5.82,NA,1683868483
419,carbonear,47.7332,-53.2148,38.43,74,42,4.85,CA,1683868483
420,saint-philippe,-21.3585,55.7679,78.39,76,95,10.92,RE,1683868483
421,westport,41.1415,-73.3579,64.33,75,0,3.44,US,1683868240
422,baracoa,20.3467,-74.4958,77.34,87,100,3.98,CU,1683868484
423,port hedland,-20.3167,118.5667,91.45,8,5,17.27,AU,1683868484
424,arenas de san pedro,40.2104,-5.0869,46.24,66,12,6.51,ES,1683868484
425,belmonte,-15.8631,-38.8828,74.91,85,65,4.25,BR,1683867957
426,sarrebourg,48.7333,7.05,52.41,97,100,0.65,FR,1683868484
427,devrekani,41.603,33.8392,43.38,86,100,4.47,TR,1683868485
428,papao,-17.75,-149.55,80.28,95,100,22.55,PF,1683867983
429,basco,20.4487,121.9702,77.99,70,71,12.5,PH,1683868485
430,altai,46.3722,96.2583,55.69,25,32,13.53,MN,1683867924
431,kirkwood,38.5834,-90.4068,71.42,93,100,9.22,US,1683868485
432,tucurui,-3.7661,-49.6725,73.45,96,64,2.33,BR,1683868485
433,chokwe,-24.5333,32.9833,66.11,77,0,5.44,MZ,1683868486
434,karratha,-20.7377,116.8463,84.96,18,0,17.31,AU,1683868003
435,kodinar,20.7903,70.7031,97.09,33,1,12.62,IN,1683868486
436,khargupur,27.3833,81.9833,99.77,7,0,8.61,IN,1683868486
437,port macquarie,-31.4333,152.9167,70.9,64,2,8.77,AU,1683867998
438,zaysan,47.4667,84.8667,79.7,18,97,5.08,KZ,1683868487
439,sutherlin,43.3901,-123.3126,64.4,73,0,3.44,US,1683868487
440,chimore,-16.9833,-65.1333,72.23,80,100,2.13,BO,1683868487
441,blackwater,-23.5833,148.8833,77.07,38,54,11.83,AU,1683868487
442,springs,-26.25,28.4,53.67,84,20,3.89,ZA,1683868488
443,east tamworth,-31.0894,150.9436,71.19,30,40,3.44,AU,1683868488
444,kourou,5.1552,-52.6478,75.25,92,90,6.87,GF,1683868014
445,brandon,27.9378,-82.2859,80.46,76,40,1.99,US,1683868317
446,ribeira brava,32.65,-17.0667,68.0,69,32,10.2,PT,1683867956
447,lupane,-18.9315,27.807,54.82,64,3,3.51,ZW,1683868488
448,colby,39.3958,-101.0524,52.83,86,75,11.01,US,1683868489
449,bandrele,-12.9067,45.1914,78.55,94,0,4.61,YT,1683868489
450,lorengau,-2.0226,147.2712,83.39,80,100,4.92,PG,1683868489
451,barrouallie,13.2333,-61.2667,76.64,81,99,7.18,VC,1683868489
452,castro,-24.7911,-50.0119,45.72,69,6,1.95,BR,1683868489
453,kollam,8.8833,76.6,85.68,69,100,4.43,IN,1683868490
454,gornozavodsk,58.3758,58.3211,51.28,48,43,5.79,RU,1683868490
455,seryshevo,51.0933,128.3786,75.4,25,100,16.89,RU,1683868490
456,sidney,-33.8679,151.2073,76.89,64,20,10.36,AU,1683868417
457,ulladulla,-35.35,150.4667,68.77,57,20,7.63,AU,1683867997
458,puerto aysen,-45.4,-72.7,53.69,98,100,4.5,CL,1683868490
459,illizi,26.4833,8.4667,71.4,21,95,8.81,DZ,1683867743
460,limavady,55.0504,-6.9507,51.39,93,20,3.44,GB,1683868491
461,junin de los andes,-39.9504,-71.0694,54.75,67,100,4.0,AR,1683868491
462,puruliya,23.3333,86.3667,97.63,6,100,0.94,IN,1683868491
463,kaga bandoro,6.9896,19.1874,72.66,91,82,3.83,CF,1683868491
464,qalat,32.1058,66.9083,78.03,21,1,1.92,AF,1683868492
465,nantucket,41.2835,-70.0995,57.99,82,43,13.15,US,1683867660
466,yulinshi,38.2906,109.7494,75.36,15,5,23.35,CN,1683868492
467,guerrero negro,27.9769,-114.0611,58.24,82,81,20.04,MX,1683867959
468,nili,33.7218,66.1302,68.02,26,8,1.7,AF,1683868493
469,nyurba,63.2842,118.3319,47.3,39,20,8.19,RU,1683868493
470,amungan,15.3652,119.9582,86.61,72,76,5.77,PH,1683868493
471,kargasok,59.0556,80.8572,37.85,37,92,12.91,RU,1683867999
472,haikou,20.0458,110.3417,79.27,88,99,12.57,CN,1683868494
473,las lomitas,-24.7096,-60.593,56.73,79,0,4.94,AR,1683868494
474,colon,9.3592,-79.9014,81.36,81,32,3.69,PA,1683868494
475,kyren,51.6828,102.1408,65.52,34,50,7.47,RU,1683868494
476,bakanas,44.8081,76.2772,84.33,16,100,10.25,KZ,1683867964
477,lagunas,-5.2269,-75.6753,71.8,99,35,1.14,PE,1683868495
478,keren,15.7778,38.4581,79.07,38,8,5.35,ER,1683868011
479,san juan pueblo,15.5833,-87.2333,77.76,87,99,4.05,HN,1683868495
480,basoko,1.2391,23.616,73.26,87,61,2.35,CD,1683868495
481,nouadhibou,20.931,-17.0347,63.43,95,52,17.63,MR,1683867976
482,kone,-21.0595,164.8658,77.16,63,100,7.56,NC,1683868044
483,hailar,49.2,119.7,55.17,70,99,11.3,CN,1683868496
484,arauco,-37.2463,-73.3175,56.07,82,91,4.27,CL,1683868496
485,turbiv,49.3479,28.7212,49.42,62,5,3.71,UA,1683868496
486,egilsstadir,65.2653,-14.3948,48.51,85,100,13.8,IS,1683868496
487,luimneach,52.6647,-8.6231,44.55,98,10,4.23,IE,1683868497
488,songea,-10.6833,35.65,64.85,83,95,1.21,TZ,1683868497
489,pinas,-3.6667,-79.65,68.0,93,99,2.59,EC,1683868497
490,shalqar,47.8333,59.6,75.04,40,13,7.47,KZ,1683868497
491,kawardha,22.0167,81.25,100.04,8,47,4.12,IN,1683868497
492,nandu,22.8525,110.8233,66.9,96,100,3.67,CN,1683868498
493,kendari,-3.945,122.4989,86.81,64,37,6.29,ID,1683868498
494,karasu,41.071,30.7854,53.15,88,100,1.92,TR,1683868498
495,tongging,2.8969,98.5262,82.44,57,22,4.94,ID,1683868498
496,tafresh,34.692,50.013,67.03,18,69,2.24,IR,1683868498
497,watford city,47.8022,-103.2832,57.06,100,100,11.5,US,1683868499
498,manakara,-22.1333,48.0167,73.08,90,100,3.87,MG,1683868499
499,gondia,21.45,80.2,103.35,7,30,3.18,IN,1683868499
500,barcelos,41.5388,-8.6151,54.84,90,8,6.6,PT,1683868499
501,siyabuswa,-25.1132,29.0445,58.98,46,0,3.42,ZA,1683868499
502,el galpon,-25.3807,-64.6526,63.45,64,96,0.83,AR,1683868500
503,shawinigan,46.5668,-72.7491,55.83,67,100,3.15,CA,1683868476
504,booue,-0.0921,11.9385,73.2,99,100,0.63,GA,1683868500
505,dikhil,11.5,42.1667,80.31,70,11,6.15,DJ,1683868500
506,preobrazheniye,42.9019,133.9064,55.83,61,65,9.95,RU,1683867990
507,buala,-8.145,159.5921,84.7,76,70,10.96,SB,1683868501
508,sovetskaya gavan',48.9723,140.2878,47.53,60,1,9.84,RU,1683868501
509,eyl,7.9803,49.8164,84.97,69,97,14.9,SO,1683867743
510,coquimbo,-29.9533,-71.3436,55.13,100,100,2.3,CL,1683867998
511,axim,4.8699,-2.2405,80.49,84,100,3.62,GH,1683868501
512,mersing,2.4312,103.8405,89.44,60,44,6.31,MY,1683868502
513,at-bashi,41.1702,75.8106,61.34,29,100,0.67,KG,1683868503
514,itoman,26.1247,127.6694,77.4,59,40,11.5,JP,1683868019
515,takum,7.2667,9.9833,75.88,86,98,2.71,NG,1683868505
516,hisarya,42.5,24.7,47.88,73,100,0.54,BG,1683868505
517,purpe,64.4803,76.6897,18.34,76,94,9.26,RU,1683868506
518,filingue,14.3521,3.3168,86.58,41,99,14.74,NE,1683868506
519,nova sintra,14.8667,-24.7167,67.14,84,11,17.56,CV,1683867931
520,yanliang,34.6592,109.2292,81.55,29,60,9.86,CN,1683868507
521,olyokminsk,60.3736,120.4264,47.84,35,95,1.45,RU,1683868507
522,collie,-33.3667,116.15,65.79,34,98,6.87,AU,1683868507
523,quellon,-43.1167,-73.6167,55.65,94,100,3.44,CL,1683868508
524,beira,-19.8436,34.8389,69.89,100,20,5.75,MZ,1683867954
525,afua,-0.1567,-50.3867,74.68,95,90,1.95,BR,1683868508
526,palasa,18.7667,84.4167,94.6,44,97,10.18,IN,1683868509
527,kotel'nikovo,47.6317,43.1461,53.08,70,4,12.57,RU,1683868509
528,sambava,-14.2667,50.1667,77.25,73,3,7.25,MG,1683868510
529,tucupita,9.0622,-62.051,72.3,95,25,2.48,VE,1683868340
530,loango,-4.6719,11.8312,78.17,93,100,5.21,CG,1683868038
531,wynyard,-41.0,145.7167,63.99,49,10,7.14,AU,1683868511
532,road town,18.4167,-64.6167,80.56,72,89,15.59,VG,1683867986
533,coroata,-4.13,-44.1242,73.51,97,62,2.93,BR,1683868512
534,caala,-12.8525,15.5606,51.31,60,0,2.51,AO,1683868512
535,whitby,54.4877,-0.615,50.31,95,24,5.01,GB,1683868043
536,oranjemund,-28.55,16.4333,54.95,76,100,23.29,NA,1683868512
537,hami,42.8,93.45,82.35,7,75,5.5,CN,1683867935
538,ramapuram,13.1167,79.2,94.71,38,100,7.43,IN,1683868513
539,yamba,-5.9,22.3,69.04,78,51,2.91,CD,1683868334
540,alliance,40.9153,-81.1059,61.05,69,45,3.22,US,1683868514
541,faya-largeau,17.9257,19.1043,81.41,23,84,19.04,TD,1683867740
542,khargone,21.8167,75.6,103.32,10,32,13.02,IN,1683868514
543,toliara,-23.35,43.6667,75.16,77,12,5.12,MG,1683868514
544,solleftea,63.1667,17.2667,55.08,70,94,3.09,SE,1683868515
545,dame-marie,18.5667,-74.4167,77.27,82,19,2.91,HT,1683868515
546,gamba,-2.65,10.0,76.89,94,98,4.5,GA,1683868515
547,ikom,5.9667,8.7063,75.42,97,83,0.6,NG,1683868516
548,hanceville,34.0607,-86.7675,69.66,98,100,4.72,US,1683868516
549,chilecito,-29.1619,-67.4974,56.59,75,42,1.1,AR,1683868516
550,mili,6.0815,171.735,81.5,84,82,20.92,MH,1683868516
551,goundam,16.4145,-3.6708,85.78,15,99,3.29,ML,1683868517
552,kalabo,-14.97,22.6814,55.99,60,0,4.54,ZM,1683868517
553,griffith,41.5284,-87.4237,68.9,58,0,0.0,US,1683868518
554,ceelbuur,4.685,46.6176,81.9,68,87,16.84,SO,1683868518
555,santa rosalia,27.3167,-112.2833,64.51,51,2,8.9,MX,1683868518
556,sabang,5.8933,95.3214,84.11,72,98,2.06,ID,1683868042
557,bokoro,12.3807,17.0568,84.79,50,41,6.62,TD,1683868519
558,dhankuta,26.9833,87.3333,86.94,14,0,6.8,NP,1683868519
559,greymouth,-42.4667,171.2,50.85,58,4,2.13,NZ,1683868027
560,nadi,-17.8,177.4167,86.0,54,20,12.66,FJ,1683868018
561,cannonvale,-20.2833,148.7,69.19,64,13,18.54,AU,1683868520
562,susuman,62.7833,148.1667,42.21,67,99,7.0,RU,1683867975
563,lapinlahti,65.5833,30.5667,42.01,89,24,7.54,RU,1683868520
564,tokonou,9.65,-9.7833,72.54,85,38,8.14,GN,1683868521
565,labrador city,52.9463,-66.9114,31.91,69,0,4.61,CA,1683867942
566,plymouth,41.8334,-70.8328,59.67,78,0,0.0,US,1683868470
567,cadale,2.7603,46.3222,82.72,75,52,17.31,SO,1683868522
568,shetpe,44.1667,52.1167,60.12,53,86,10.69,KZ,1683868522
569,malango,-2.9627,119.9001,84.45,60,80,4.9,ID,1683868522
570,mhamid,29.82,-5.72,75.34,19,5,2.89,MA,1683868523
571,smithers,54.7804,-127.1743,61.12,33,0,4.61,CA,1683867995
572,gongchangling,41.1167,123.45,73.67,28,78,17.05,CN,1683868523
573,pointe-noire,-4.7761,11.8635,78.6,93,100,5.08,CG,1683868524
574,aksu,41.1231,80.2644,78.6,7,13,7.45,CN,1683868524
575,merizo village,13.2658,144.6691,90.16,88,31,6.96,GU,1683868016
576,sikonge,-5.6333,32.7667,65.57,83,23,4.21,TZ,1683868524
577,hastings,50.8552,0.5729,52.32,53,78,14.41,GB,1683868524
578,noumea,-22.2763,166.4572,75.99,99,98,13.69,NC,1683868525
579,queenstown,-31.8976,26.8753,54.27,81,100,3.42,ZA,1683868033
580,thinadhoo,0.5333,72.9333,82.69,80,98,15.12,MV,1683867973
